local_id country firstorsec_day cnt_age_mean cnt_age_l cnt_age_r cnt_sex cnt_home cnt_work cnt_school cnt_transport cnt_leisure cnt_otherplace cnt_frequency cnt_touch cnt_duration
2 BE 1 40 35 45 F 0 0 1 0 0 0 3 2 3
2 BE 1 19 19 NA F 1 0 0 0 0 0 2 2 2
2 BE 1 18 18 NA F 1 0 0 0 0 0 2 2 2
2 BE 1 22 22 NA M NA NA NA NA NA NA NA 1 3
2 BE 1 29 29 NA M NA NA NA NA NA NA 1 1 3
2 BE 1 20 20 NA F 1 0 0 0 0 0 1 1 3
2 BE 1 19 19 NA M 1 0 0 0 0 0 1 1 3
2 BE 2 48 48 NA M 1 0 0 0 0 0 1 1 5
2 BE 2 49 49 NA F 1 0 0 0 0 0 1 1 5
2 BE 2 48 48 NA M 1 0 0 0 0 0 1 1 5
2 BE 2 49 49 NA F 1 0 0 0 0 0 1 1 5
2 BE 2 48 48 NA M 1 0 0 0 0 0 1 1 5
2 BE 2 18 18 NA M 1 0 0 0 0 0 1 1 5
2 BE 2 18 18 NA F 0 0 0 0 1 0 3 2 1
3 BE 1 17 17 NA F 1 0 0 0 0 0 1 1 4
3 BE 1 52 52 NA M 1 0 0 0 0 0 1 1 5
3 BE 1 13 13 NA M 0 0 0 1 0 0 2 2 2
3 BE 1 13 13 NA F 0 0 1 0 0 0 1 1 4
3 BE 1 13 13 NA F 0 0 1 0 0 0 1 1 4
3 BE 1 13 13 NA F 0 0 1 0 0 0 1 1 4
3 BE 1 13 13 NA F 0 0 1 0 0 0 1 1 4
3 BE 1 15 15 NA F 0 0 1 0 0 0 1 1 4
3 BE 1 13 13 NA F 0 0 0 0 1 0 2 1 3
3 BE 1 42 40 45 F 0 0 0 0 1 0 2 2 3
3 BE 1 14 14 NA F 0 0 0 0 1 0 2 1 3
3 BE 1 15 15 NA M 0 0 0 0 1 0 2 1 3
3 BE 1 48 48 NA F 1 0 0 0 0 0 1 1 5
3 BE 1 14 14 NA M 0 0 1 0 0 0 1 1 3
3 BE 1 13 13 NA M 0 0 1 0 0 0 1 2 4
3 BE 1 15 15 NA F 0 0 1 0 0 0 1 1 4
3 BE 1 14 14 NA F 0 0 1 0 0 0 1 2 4
3 BE 1 13 13 NA F 0 0 1 0 0 0 1 1 3
3 BE 1 14 14 NA M 0 0 0 0 1 0 2 2 3
3 BE 2 17 17 NA F 1 0 0 0 0 0 1 1 5
3 BE 2 19 19 NA F 1 0 0 0 0 0 1 1 5
3 BE 2 52 52 NA M 1 0 0 0 0 0 1 1 5
3 BE 2 48 48 NA F 1 0 0 0 0 0 1 1 5
3 BE 2 75 75 NA F 0 0 0 0 0 1 2 1 4
3 BE 2 75 75 NA M 0 0 0 0 0 1 2 1 4
3 BE 2 53 53 NA F 0 0 0 0 0 1 2 1 4
3 BE 2 32 32 NA F 0 0 0 0 0 1 2 1 4
4 BE 1 47 45 50 F 1 0 0 0 0 0 3 1 3
4 BE 1 66 66 NA F 1 0 0 0 0 0 2 1 4
4 BE 1 41 41 NA F 1 0 0 0 0 0 2 2 2
4 BE 1 77 77 NA F 1 0 0 0 0 0 1 1 5
4 BE 2 77 77 NA F 1 0 0 0 0 0 1 1 5
4 BE 2 41 41 NA F 1 0 0 0 0 0 2 1 3
4 BE 2 47 45 50 F NA NA NA NA NA NA 3 1 3
4 BE 2 57 55 60 F 1 0 0 0 0 0 3 1 3
5 BE 1 18 18 NA F 1 0 0 0 0 0 2 2 3
5 BE 1 10 10 NA M 0 0 0 1 0 0 3 2 2
5 BE 1 13 13 NA M 0 0 0 1 1 0 2 2 4
5 BE 1 13 13 NA F 0 0 0 0 1 0 3 2 4
5 BE 1 13 13 NA F 0 0 0 0 1 0 3 2 4
5 BE 1 12 12 NA M 0 0 0 0 1 0 3 2 4
5 BE 1 12 12 NA M 0 0 0 0 1 0 3 2 4
5 BE 1 12 12 NA M 0 0 0 0 1 0 3 2 4
5 BE 1 11 11 NA F 0 0 0 0 1 0 3 2 4
5 BE 1 19 19 20 M 0 0 0 0 1 0 3 2 4
5 BE 1 19 19 NA F 0 0 0 0 1 0 3 2 4
5 BE 1 14 14 NA F 1 0 0 0 0 0 1 2 5
5 BE 1 21 21 NA M 1 0 0 0 0 0 2 1 4
5 BE 1 22 22 NA F 1 0 0 0 0 0 2 1 4
5 BE 1 49 49 NA M 1 0 0 0 0 0 1 1 3
5 BE 1 48 48 NA F 1 0 0 0 0 0 1 1 3
5 BE 2 18 18 NA F 1 0 0 0 0 0 1 1 5
5 BE 2 49 49 NA M 1 0 0 0 0 0 1 1 5
5 BE 2 48 48 NA F 1 0 0 0 0 0 1 1 5
5 BE 2 14 14 NA F 1 0 0 0 0 0 1 1 5
5 BE 2 12 12 NA M 0 0 1 0 0 0 1 1 5
5 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
5 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
5 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
5 BE 2 11 11 NA M 0 0 1 0 0 0 1 1 5
5 BE 2 11 11 NA F 0 0 1 0 0 0 1 1 5
5 BE 2 12 12 NA F 0 0 1 0 0 0 1 1 5
5 BE 2 11 11 NA F 0 0 1 0 0 0 1 1 5
5 BE 2 11 11 NA M 0 0 1 0 0 0 1 1 5
5 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
5 BE 2 37 37 38 F 0 0 1 0 0 0 1 2 5
5 BE 2 32 30 35 F 0 0 1 0 0 0 2 2 1
5 BE 2 26 25 28 F 0 0 1 0 0 0 2 2 3
5 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
6 BE 1 24 24 NA F 0 0 0 0 1 0 3 1 5
6 BE 1 25 25 NA F 0 0 0 0 1 0 4 1 5
6 BE 1 42 40 45 F 0 0 0 0 1 0 5 2 1
6 BE 1 32 30 35 F 0 0 0 0 1 0 5 2 1
6 BE 1 22 20 25 F 0 0 0 0 1 0 5 2 1
6 BE 1 22 20 25 M 0 0 0 1 0 0 5 2 1
6 BE 1 42 40 45 F 0 0 0 1 0 0 5 2 1
6 BE 1 37 35 40 M 0 0 0 1 0 0 5 2 2
6 BE 2 57 55 60 M 1 0 0 0 0 0 5 2 1
6 BE 2 37 37 NA F 0 1 0 0 0 0 1 2 5
6 BE 2 40 40 NA F 0 1 0 0 0 0 1 2 5
6 BE 2 33 33 NA F 0 1 0 0 0 0 2 1 4
6 BE 2 25 25 NA M 0 1 0 0 0 0 1 1 4
6 BE 2 37 35 40 F 0 1 0 0 0 0 3 1 3
6 BE 2 22 20 25 F 0 0 0 0 0 1 5 2 2
6 BE 2 22 20 25 M 0 1 0 0 0 0 4 2 1
6 BE 2 42 40 45 F 0 1 0 0 0 0 4 1 1
6 BE 2 26 26 NA F 0 1 0 0 0 0 2 2 2
6 BE 2 60 60 NA F 1 0 0 0 0 0 3 2 2
6 BE 2 47 45 50 M 0 0 0 0 1 0 5 2 1
6 BE 2 37 35 40 M 0 0 0 0 1 0 4 2 1
7 BE 1 50 50 NA F 1 0 0 0 0 0 1 1 5
7 BE 1 66 66 NA M 0 0 0 0 0 1 4 1 3
7 BE 1 57 55 60 F 0 0 0 0 0 1 5 2 2
7 BE 1 32 30 35 F 0 0 0 0 0 1 5 2 2
7 BE 1 67 65 70 M 0 0 0 0 0 1 5 2 2
7 BE 1 47 45 50 M 0 0 0 0 0 1 5 2 1
7 BE 1 42 40 45 F 0 0 0 0 0 1 3 2 2
7 BE 1 42 40 45 F 0 0 0 0 0 1 4 2 2
7 BE 1 32 30 35 F 0 0 0 0 0 1 2 2 2
7 BE 1 55 55 NA M 0 0 0 0 0 1 4 1 4
7 BE 1 60 60 NA M 0 0 0 0 0 1 5 2 2
7 BE 1 45 45 NA F 0 0 0 0 0 1 5 2 3
7 BE 1 45 45 NA M 0 0 0 0 0 1 5 1 3
7 BE 1 25 25 NA M 0 0 0 0 0 1 5 1 2
7 BE 1 73 73 NA F 0 0 0 0 0 1 3 2 4
7 BE 1 73 73 NA M 0 0 0 0 0 1 3 2 4
7 BE 1 32 30 35 F 0 0 0 0 0 1 5 1 2
7 BE 1 25 25 NA F 1 0 0 0 0 0 2 2 4
7 BE 2 50 50 NA F 1 0 0 0 0 0 1 1 5
7 BE 2 35 35 NA F 0 0 0 0 0 1 2 2 2
7 BE 2 65 60 70 M 0 0 0 0 1 0 5 2 3
7 BE 2 37 35 40 M 0 0 0 0 1 0 4 2 1
7 BE 2 52 50 55 M 0 0 0 0 1 0 4 1 1
7 BE 2 52 50 55 M 0 0 0 0 1 0 4 2 1
7 BE 2 27 25 30 M 0 0 0 0 1 0 4 2 1
7 BE 2 27 25 30 F 0 0 0 0 1 0 5 1 3
7 BE 2 32 30 35 M 0 0 0 0 1 0 5 1 3
7 BE 2 52 50 55 F 0 0 0 0 1 0 4 1 2
7 BE 2 52 50 55 M 0 0 0 0 1 0 4 1 2
7 BE 2 25 25 NA F 1 0 0 0 0 0 2 1 4
8 BE 1 52 50 55 F 0 0 0 0 0 1 5 2 1
8 BE 1 22 20 25 F 0 0 0 0 0 1 5 2 1
8 BE 1 32 30 35 F 0 0 0 0 1 0 4 2 3
8 BE 1 21 18 24 F 0 0 0 0 1 0 5 2 1
8 BE 2 5 5 NA F 1 0 0 0 0 0 2 1 3
8 BE 2 48 48 NA M 1 0 0 0 0 0 2 1 4
8 BE 2 37 37 NA F 1 0 0 0 0 0 2 1 2
8 BE 2 28 28 NA F 0 0 0 0 1 0 3 1 3
8 BE 2 25 25 NA M 0 0 0 0 1 0 3 1 3
8 BE 2 51 51 NA F 0 0 0 0 1 0 2 1 3
8 BE 2 47 45 50 M 0 0 0 0 1 0 3 1 3
8 BE 2 62 60 65 F 0 0 0 0 1 0 3 1 2
8 BE 2 62 60 65 M 0 0 0 0 1 0 3 1 2
8 BE 2 57 55 60 F 0 0 0 0 1 0 3 1 1
8 BE 2 62 60 65 M 0 0 0 0 1 0 3 1 1
8 BE 2 57 55 60 F 0 0 0 0 1 0 4 2 1
8 BE 2 62 60 65 M 0 0 0 0 1 0 4 2 1
9 BE 1 62 62 NA M 1 0 0 0 0 0 1 1 5
9 BE 1 27 25 30 F 0 0 0 0 0 1 3 2 1
9 BE 1 47 45 50 M 0 0 0 0 0 1 3 2 1
9 BE 1 30 28 33 F 0 0 0 0 0 1 3 2 1
9 BE 1 27 25 30 F 0 0 0 0 0 1 4 2 3
9 BE 1 33 33 NA F 1 0 0 0 0 0 3 1 4
9 BE 1 35 35 NA M 1 0 0 0 0 0 3 1 4
9 BE 1 30 30 NA F 1 0 0 0 0 0 3 1 4
9 BE 2 62 62 NA M 1 0 0 0 0 0 1 1 5
9 BE 2 57 57 NA F 0 0 0 0 0 1 3 1 3
9 BE 2 62 62 NA M 0 0 0 0 0 1 3 1 3
9 BE 2 27 25 30 F 0 0 0 0 0 1 5 2 1
9 BE 2 42 40 45 M 0 0 0 0 0 1 4 2 1
9 BE 2 52 50 55 F 0 0 0 0 0 1 5 2 1
9 BE 2 65 65 NA F 0 0 0 1 0 0 3 1 2
9 BE 2 35 33 38 M 0 0 0 0 0 1 3 2 1
10 BE 1 77 77 NA M 1 0 0 0 0 0 1 1 5
10 BE 1 78 78 NA F 1 0 0 0 0 0 1 1 5
10 BE 1 19 19 NA M 0 0 0 1 0 1 3 2 4
10 BE 1 21 20 23 F 0 0 0 0 0 1 3 2 1
10 BE 1 30 28 33 F 0 0 0 0 0 1 3 2 1
10 BE 1 19 19 NA M 0 0 0 0 0 1 3 2 1
10 BE 1 19 19 NA M 0 0 0 0 0 1 5 2 1
10 BE 1 37 35 40 M 0 0 0 0 0 1 5 2 1
10 BE 1 32 30 35 F 0 0 0 0 1 0 3 2 1
10 BE 1 27 25 30 M 0 0 0 0 1 0 3 1 3
10 BE 1 62 60 65 M 0 0 0 0 1 0 3 2 3
10 BE 1 67 65 70 M 0 0 0 0 1 0 3 2 3
10 BE 1 62 60 65 M 0 0 0 0 1 0 3 1 3
10 BE 1 77 75 80 F 0 0 0 0 1 0 3 1 3
10 BE 1 72 70 75 M 0 0 0 0 1 0 3 1 3
10 BE 1 17 17 18 M 0 0 0 0 1 0 3 1 3
10 BE 1 62 60 65 M 0 0 0 0 1 0 3 1 3
10 BE 1 80 77 83 M 0 0 0 0 1 0 3 1 3
10 BE 1 81 80 83 M 0 0 0 0 1 0 3 1 3
10 BE 1 65 63 68 F 0 0 0 0 1 0 3 2 3
10 BE 1 52 50 55 M 0 0 0 0 1 0 3 1 3
10 BE 1 72 70 75 M 0 0 0 0 1 0 3 2 3
10 BE 1 67 65 70 M 0 0 0 0 1 0 3 2 2
10 BE 1 62 60 65 M 0 0 0 0 1 0 3 2 2
10 BE 1 67 65 70 M 0 0 0 0 1 0 3 2 2
10 BE 1 62 60 65 F 0 0 0 0 1 0 3 2 2
10 BE 1 57 55 60 M 0 0 0 0 1 0 3 2 2
10 BE 1 59 58 60 M 0 0 0 0 1 0 3 2 2
10 BE 1 63 60 67 M 0 0 0 0 1 0 3 2 2
10 BE 1 79 78 80 M 0 0 0 0 1 0 3 2 2
10 BE 2 78 78 NA F 1 0 0 0 0 0 1 2 3
10 BE 2 77 77 NA M 1 0 0 0 0 0 1 2 3
10 BE 2 41 41 NA M 0 1 0 0 0 0 1 2 4
10 BE 2 40 37 43 F 0 1 0 0 0 0 1 2 3
10 BE 2 51 51 NA M 0 1 0 0 0 0 1 2 4
10 BE 2 32 30 35 M 0 1 0 0 0 0 1 2 3
10 BE 2 27 25 30 M 0 1 0 0 0 0 1 2 1
10 BE 2 37 35 40 M 0 1 0 0 0 0 1 2 4
10 BE 2 42 40 45 F 0 1 0 0 0 0 1 2 2
10 BE 2 37 35 40 F 0 1 0 0 0 0 1 2 2
10 BE 2 27 25 30 M 0 1 0 0 0 0 5 1 3
10 BE 2 49 48 50 M 0 1 0 0 0 0 1 2 3
10 BE 2 47 45 50 F 0 1 0 0 0 0 1 2 1
10 BE 2 31 28 35 F 0 1 0 0 0 0 1 1 2
11 BE 1 9 9 NA F 1 0 0 0 0 0 1 1 5
11 BE 1 38 38 NA F 1 0 0 0 0 0 1 1 5
11 BE 1 39 39 NA M 1 0 0 0 0 0 1 1 5
11 BE 1 27 27 NA F 0 0 1 0 0 0 5 2 1
11 BE 1 42 40 45 F 0 0 1 0 0 0 5 1 2
11 BE 1 27 27 NA F 0 0 1 0 0 0 5 2 2
11 BE 1 49 49 NA M 0 0 1 0 0 0 4 1 4
11 BE 1 49 49 NA M 0 0 1 0 0 0 5 1 2
11 BE 1 22 22 NA F 0 0 1 0 0 0 5 1 1
11 BE 1 50 45 55 M 0 0 1 0 0 0 5 1 1
11 BE 1 50 45 55 F 0 0 1 0 0 0 5 1 1
11 BE 1 21 21 NA F 0 0 1 0 0 0 4 2 1
11 BE 1 12 12 NA M 0 0 1 0 1 0 2 1 4
11 BE 1 11 11 NA M 1 0 0 0 1 0 2 1 4
11 BE 1 16 16 NA M 1 0 0 0 1 0 2 1 4
11 BE 1 0 0 NA F 1 0 0 0 0 0 4 1 2
11 BE 1 0 0 NA M 1 0 0 0 0 0 4 1 2
11 BE 1 32 30 35 M 1 0 0 0 0 0 4 1 2
11 BE 1 30 30 NA F 1 0 0 0 0 0 4 1 2
11 BE 1 92 92 NA F 1 0 0 0 0 0 1 1 3
11 BE 2 39 39 NA M 1 0 0 0 0 0 1 1 5
11 BE 2 38 38 NA F 1 0 0 0 0 0 1 1 5
11 BE 2 9 9 NA F 1 0 0 0 0 0 1 2 5
11 BE 2 10 10 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 60 60 NA F 1 0 0 0 0 0 1 1 5
11 BE 2 67 67 NA M 1 0 0 0 0 0 1 1 5
11 BE 2 12 12 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA M 0 0 1 0 0 0 1 1 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 58 58 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 9 9 NA F 0 0 1 0 0 0 1 2 3
11 BE 2 10 10 NA F 0 0 1 0 0 0 1 2 3
11 BE 2 10 10 NA M 0 0 1 0 0 0 1 1 5
11 BE 2 10 10 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 1 5
11 BE 2 12 12 NA F 0 0 1 0 0 0 1 2 3
11 BE 2 12 12 NA M 0 0 1 0 0 0 1 2 2
11 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 2
11 BE 2 7 7 NA F 0 0 1 0 0 0 1 1 2
11 BE 2 8 8 NA M 0 0 1 0 0 0 1 1 2
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 30 25 35 M 0 0 1 0 0 0 1 2 2
11 BE 2 30 25 35 F 0 0 1 0 0 0 1 2 2
11 BE 2 42 40 45 F 0 0 1 0 0 0 1 2 2
11 BE 2 42 40 45 F 0 0 1 0 0 0 1 2 2
11 BE 2 22 20 25 F 0 0 1 0 0 0 1 2 2
11 BE 2 9 9 NA M 0 0 1 0 0 0 1 2 2
11 BE 2 NA NA NA F 0 0 1 0 0 0 1 2 5
11 BE 2 10 10 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 1 5
11 BE 2 12 12 NA F 0 0 1 0 0 0 1 2 3
11 BE 2 12 12 NA M 0 0 1 0 0 0 1 2 2
11 BE 2 11 11 NA F 0 0 1 0 0 0 1 2 2
11 BE 2 7 7 NA F 0 0 1 0 0 0 1 1 2
11 BE 2 8 8 NA M 0 0 1 0 0 0 1 1 2
11 BE 2 11 11 NA M 0 0 1 0 0 0 1 2 5
11 BE 2 30 25 35 M 0 0 1 0 0 0 1 2 2
11 BE 2 30 25 35 F 0 0 1 0 0 0 1 2 2
11 BE 2 42 40 45 F 0 0 1 0 0 0 1 2 2
11 BE 2 42 40 45 F 0 0 1 0 0 0 1 2 2
11 BE 2 22 20 25 F 0 0 1 0 0 0 1 2 2
11 BE 2 9 9 NA M 0 0 1 0 0 0 1 2 2
12 BE 1 32 30 35 F 0 0 0 0 0 1 2 2 1
12 BE 1 27 25 30 M 0 1 0 0 0 0 2 2 3
12 BE 1 62 62 NA M 0 0 0 0 1 0 3 2 4
12 BE 1 62 62 NA F 0 0 0 0 1 0 3 2 4
12 BE 1 8 8 NA F 0 0 0 0 1 0 3 2 4
12 BE 1 4 4 NA M 0 0 0 0 1 0 3 2 4
12 BE 1 35 35 NA F 0 0 0 0 1 0 3 2 3
12 BE 1 54 54 NA M 1 0 0 0 0 0 1 1 5
12 BE 1 75 75 NA M 0 0 0 0 1 0 4 2 3
12 BE 1 51 51 NA M 0 0 0 0 1 0 3 2 3
12 BE 1 67 67 NA M 0 0 0 0 1 0 3 2 2
12 BE 2 62 62 NA F 1 0 0 0 0 0 3 2 4
12 BE 2 25 25 NA M 1 0 0 0 0 0 2 2 3
12 BE 2 54 54 NA M 1 0 0 0 0 0 1 1 5
13 BE 1 0 0 NA M 1 0 0 0 0 0 1 1 5
13 BE 1 1 1 NA M 1 0 0 0 0 0 1 1 5
13 BE 1 35 35 NA M 1 0 0 0 0 0 1 1 5
13 BE 1 42 40 45 M 1 0 0 0 0 0 4 2 NA
13 BE 1 41 40 42 M 1 0 0 0 0 0 4 1 4
13 BE 1 41 40 42 F 1 0 0 0 0 0 4 1 4
13 BE 1 11 11 NA F 1 0 0 0 0 0 4 1 4
13 BE 1 8 8 NA M 1 0 0 0 0 0 4 1 4
13 BE 1 54 54 NA F 1 0 0 0 0 0 2 1 4
13 BE 1 53 53 NA M 1 0 0 0 0 0 2 1 4
13 BE 1 64 64 NA F 1 0 0 0 0 0 1 2 3
13 BE 1 66 66 NA M 1 0 0 0 0 0 1 2 3
13 BE 1 31 31 NA M 1 0 0 0 0 0 1 2 2
13 BE 2 0 0 NA M 1 0 0 0 0 0 1 1 5
13 BE 2 1 1 NA M 1 0 0 0 0 0 1 1 5
13 BE 2 35 35 NA M 1 0 0 0 0 0 1 1 5
13 BE 2 47 45 50 F 0 0 1 0 0 0 2 2 3
13 BE 2 64 64 NA F 1 0 0 0 0 0 1 2 3
13 BE 2 66 66 NA M 1 0 0 0 0 0 1 2 3
13 BE 2 33 33 NA F 1 0 0 0 0 0 3 1 4
13 BE 2 35 35 NA F 1 0 0 0 0 0 3 1 4
13 BE 2 42 40 45 F 1 0 0 0 0 0 3 1 4
13 BE 2 52 52 NA F 1 0 0 0 0 0 3 1 4
13 BE 2 41 41 NA F 1 0 0 0 0 0 3 1 4
13 BE 2 41 41 NA F 1 0 0 0 0 0 3 1 4
13 BE 2 42 40 45 F 1 0 0 0 0 0 3 1 4
13 BE 2 43 43 NA F 0 0 1 0 0 0 4 2 3
13 BE 2 35 35 NA F 0 0 1 0 0 0 4 2 2
13 BE 2 42 40 45 M 0 0 1 0 0 0 4 2 2
13 BE 2 42 40 45 M 0 0 1 0 0 0 4 2 2
13 BE 2 42 40 45 F 0 0 1 0 0 0 4 2 2
14 BE 1 51 51 NA M 1 0 0 0 0 0 1 1 5
14 BE 1 26 26 NA F 1 0 0 0 0 0 1 1 4
14 BE 1 79 79 NA F 0 0 0 0 1 0 1 1 4
14 BE 1 80 80 NA M 0 0 0 0 1 0 1 1 4
14 BE 1 54 54 NA M 0 0 0 0 1 0 2 2 2
14 BE 1 51 51 NA F 0 0 0 0 1 0 2 2 2
14 BE 1 86 86 NA M 0 0 0 0 0 1 5 2 3
14 BE 1 31 28 35 M 0 0 0 0 0 1 5 1 2
14 BE 2 51 51 NA M 1 0 0 0 0 0 1 1 5
14 BE 2 26 26 NA F 1 0 0 0 0 0 1 1 5
14 BE 2 28 28 NA M 0 0 0 0 1 0 3 1 4
14 BE 2 28 28 NA F 0 0 0 0 1 0 3 1 4
14 BE 2 56 56 NA M 0 0 0 0 1 0 4 2 4
14 BE 2 58 58 NA F 0 0 0 0 1 0 4 2 4
14 BE 2 4 4 NA F 0 0 0 0 1 0 4 1 4
14 BE 2 27 27 NA F 0 0 0 0 1 0 4 2 3
14 BE 2 27 27 NA M 0 0 0 0 1 0 4 2 3
14 BE 2 79 79 NA F 0 0 0 0 1 0 1 1 4
14 BE 2 80 80 NA M 0 0 0 0 1 0 1 1 4
14 BE 2 72 72 NA F 0 0 0 0 1 0 3 1 2
14 BE 2 73 73 NA M 0 0 0 0 1 0 3 1 2
14 BE 2 79 79 NA F 0 0 0 0 1 0 3 1 1
15 BE 1 14 14 NA F 1 0 0 0 0 0 1 1 5
15 BE 1 45 45 NA M 1 0 0 0 0 0 1 1 5
15 BE 1 42 40 45 M 0 0 0 1 0 0 4 2 2
15 BE 1 37 35 40 M 0 0 0 0 1 0 4 2 1
15 BE 1 22 22 NA F 1 0 0 0 0 0 2 2 4
15 BE 2 14 14 NA F 1 0 0 0 0 0 1 1 5
15 BE 2 45 45 NA M 1 0 0 0 0 0 1 1 5
15 BE 2 42 40 45 M 0 0 0 0 0 1 4 2 1
15 BE 2 22 20 25 F 0 0 0 0 0 1 3 2 3
15 BE 2 52 50 55 F 0 0 0 0 0 1 5 2 2
15 BE 2 32 30 35 F 0 0 0 0 0 1 4 1 2
15 BE 2 52 50 55 F 0 0 0 0 0 1 4 1 2
15 BE 2 22 20 25 F 0 0 0 0 0 1 3 2 3
16 BE 1 64 64 NA F 1 0 0 1 1 0 3 1 4
16 BE 1 32 30 35 F 0 0 0 1 1 0 5 2 1
16 BE 1 32 30 35 F 0 1 0 0 0 0 5 2 1
16 BE 1 67 65 70 F 1 0 0 0 1 0 3 2 1
16 BE 1 32 30 35 F 0 1 0 0 0 0 5 2 2
16 BE 1 42 40 45 F 0 0 0 0 1 0 4 1 3
16 BE 1 27 25 30 F 0 1 0 0 0 0 3 2 1
16 BE 1 8 8 NA F 1 0 0 0 1 0 2 1 2
16 BE 1 40 40 NA F 1 0 0 0 1 0 2 1 2
16 BE 1 42 40 45 M 0 1 0 0 0 0 5 2 3
16 BE 1 64 64 NA F 1 0 0 0 1 0 4 2 3
16 BE 2 67 67 NA M 0 0 0 1 1 0 1 2 1
16 BE 2 29 29 NA M 0 0 0 0 1 1 2 1 3
16 BE 2 35 35 NA F 0 0 0 0 1 1 3 1 3
