country	local_id	global_id	type	day	month	year	participant_age	participant_gender	participant_occupation	participant_occ_detail	participant_education	participant_edu_length	participant_school_year	participant_nationality	hh_size	hh_age_1	hh_age_2	hh_age_3	hh_age_4	hh_age_5	hh_age_6	hh_age_7	hh_age_8	hh_age_9	hh_age_10	hh_age_11	hh_age_12	hh_age_13	hh_age_14	hh_age_15	hh_age_16	hh_age_17	hh_age_18	hh_age_19	hh_age_20	class_size	work_contacts	work_contacts_nr	child_care	child_care_nr	child_relationship	child_nationality	problems	diary_how	diary_missed_unsp	diary_missed_skin	diary_missed_noskin	diary_weight	dayofweek	cnt_count
BE	456	7615	3	8	4	2006	8	F	1	7	3	12	 	BE	5	0	1	30	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	1	 	 	1.1573	6	5
BE	457	7616	3	2	4	2006	2	M	1	7	7	15	 	BE	3	28	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	2	BE	N	2	2	 	 	0.3006	0	5
BE	459	7617	3	6	4	2006	6	F	1	7	7	15	 	BE	4	8	35	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	0.4368	4	6
BE	462	7618	3	4	4	2006	2	F	3	 	3	12	 	BE	4	4	30	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	3	 	 	0.8495	2	4
BE	464	7619	3	7	4	2006	7	M	1	7	3	12	 	BE	3	31	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	2	 	 	0.3243	5	6
BE	501	7620	1	23	3	2006	25	M	1	7	3	12	 	BE	3	51	53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	50	 	 	 	 	N	2	1	 	 	1.007	4	56
BE	502	7621	1	29	3	2006	42	F	1	7	7	15	 	BE	4	4	7	19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	1	 	 	1.6599	3	48
BE	503	7622	1	27	3	2006	31	F	4	 	4	12	 	BE	3	2	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.7721	1	6
BE	504	7623	1	28	3	2006	46	M	1	5	7	15	 	BE	4	13	16	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	5	 	 	 	 	N	2	1	 	 	1.0063	2	7
BE	505	7624	1	28	3	2006	67	F	2	 	7	15	 	BE	2	69	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.4922	2	7
BE	506	50037	1	28	3	2006	54	F	3	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.4245	2	0
BE	507	7625	1	25	3	2006	41	F	1	7	4	12	 	EU	4	14	17	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	2	2	 	 	1.6599	6	7
BE	509	7626	1	27	3	2006	37	M	1	7	3	12	 	BE	2	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	2	4	 	 	1.1112	1	22
BE	512	7627	1	27	3	2006	57	M	6	 	3	12	 	BE	2	56	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.9522	1	37
BE	513	7628	1	25	3	2006	69	M	2	 	3	12	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0388	6	6
BE	515	7629	1	25	3	2006	45	M	6	 	3	12	 	BE	5	7	16	18	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.0331	6	4
BE	516	7630	1	28	3	2006	56	F	2	 	7	15	 	BE	2	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.9522	2	7
BE	518	7631	1	27	3	2006	38	F	1	7	7	15	 	BE	2	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	1	 	 	1.1112	1	5
BE	520	7632	1	30	3	2006	45	F	6	 	3	12	 	BE	3	17	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	2	2	 	 	0.8875	4	10
BE	521	7633	1	27	3	2006	56	M	1	5	3	12	 	BE	2	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	1	 	 	0.9522	1	5
BE	522	7634	1	2	4	2006	55	M	1	7	7	15	 	BE	5	0	23	25	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.6442	0	6
BE	523	7635	1	30	3	2006	43	M	1	7	7	15	 	BE	4	14	17	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	2	2	 	 	1.6599	4	15
BE	525	7636	1	31	3	2006	50	F	6	 	7	15	 	EU	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	1.4245	5	4
BE	526	7637	1	1	4	2006	66	M	2	 	1	6	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	2	1	 	 	1.0388	6	1
BE	529	7638	1	1	4	2006	32	F	1	7	7	15	 	BE	3	1	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7721	6	3
BE	530	7639	1	31	3	2006	72	F	3	 	7	15	 	BE	2	79	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	Y	2	1	 	 	2.285	5	25
BE	531	7640	1	30	3	2006	52	M	1	6	7	15	 	BE	5	18	22	23	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	1	2	 	 	1.0103	4	20
BE	533	7641	1	31	3	2006	24	M	1	8	4	12	 	BE	3	21	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	25	 	 	 	 	N	2	1	 	 	0.9039	5	53
BE	534	7642	1	30	3	2006	73	M	2	 	7	15	 	BE	2	66	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	2.285	4	7
BE	535	7643	1	1	4	2006	56	M	1	7	4	12	 	BE	3	15	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	6	 	 	 	 	N	2	1	 	 	1.0135	6	3
BE	536	7644	1	31	3	2006	60	F	3	 	7	15	 	BE	2	61	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	5	8
BE	538	7645	1	31	3	2006	55	F	1	6	7	15	 	BE	2	58	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	 	 	 	 	 	N	2	2	 	 	0.9522	5	51
BE	539	7646	1	1	4	2006	31	M	1	6	7	15	 	BE	3	1	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	4	 	 	0.7721	6	3
BE	540	7647	1	30	3	2006	68	M	2	 	2	9	 	BE	2	62	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.4922	4	2
BE	541	7648	1	30	3	2006	60	M	2	 	7	15	 	BE	2	59	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.7616	4	21
BE	542	7649	1	30	3	2006	44	F	3	 	7	15	 	BE	3	54	77	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.87	4	3
BE	543	7650	1	30	3	2006	32	F	1	7	7	15	 	EU	4	4	8	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	12	 	 	 	 	Y	3	2	 	 	2.3507	4	24
BE	544	7651	1	31	3	2006	31	F	1	7	7	15	 	BE	4	2	5	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	35	 	 	 	 	N	2	2	 	 	2.3507	5	47
BE	547	7652	1	30	3	2006	61	F	2	 	4	12	 	BE	2	70	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	4	5
BE	548	7653	1	2	4	2006	66	F	3	 	1	6	 	BE	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.4922	0	5
BE	551	7654	1	30	3	2006	75	F	2	 	1	6	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	3.9884	4	5
BE	552	7655	1	1	4	2006	50	M	4	 	3	12	 	BE	3	17	20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	2	1	 	 	0.8367	6	20
BE	553	7656	1	1	4	2006	55	F	2	 	4	12	 	BE	2	76	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.9522	6	4
BE	554	7657	1	31	3	2006	60	F	3	 	3	12	 	BE	2	63	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	5	11
BE	555	7658	1	30	3	2006	40	M	1	7	3	12	 	BE	4	16	18	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.6599	4	5
BE	556	7659	1	3	4	2006	74	M	2	 	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	3.9884	1	3
BE	557	7660	1	1	4	2006	35	F	3	 	3	12	 	BE	4	4	9	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	1.2112	6	3
BE	559	7661	1	30	3	2006	24	F	1	8	3	12	 	BE	2	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	25	 	 	 	 	N	2	2	 	 	1.7051	4	29
BE	560	7662	1	29	3	2006	51	F	1	7	7	15	 	BE	4	20	24	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	30	 	 	 	 	N	1	1	 	 	0.6693	3	50
BE	562	7663	1	31	3	2006	38	M	1	7	7	15	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	1.3667	5	11
BE	563	7664	1	28	3	2006	47	M	4	 	3	12	 	BE	2	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.7036	2	13
BE	564	7665	1	30	3	2006	61	M	2	 	7	15	 	BE	2	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	0.7616	4	7
BE	565	7666	1	30	3	2006	54	F	3	 	3	12	 	BE	12	0	1	2	4	5	7	23	29	3	33	40	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.0103	4	10
BE	567	7667	1	30	3	2006	39	F	4	 	7	15	 	BE	5	4	11	16	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.3126	4	8
BE	568	7668	1	31	3	2006	55	F	1	7	4	12	 	BE	2	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	10	 	 	 	 	N	1	1	 	 	0.9522	5	10
BE	569	7669	1	30	3	2006	59	M	2	 	3	12	 	BE	4	30	33	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	0.5455	4	20
BE	570	7670	1	30	3	2006	47	F	1	5	3	12	 	BE	4	20	22	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	1.0063	4	3
BE	571	7671	1	3	4	2006	71	M	2	 	2	9	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	3.9884	1	3
BE	574	7672	1	3	4	2006	54	M	1	7	2	9	 	BE	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	2	1	 	 	1.4245	1	11
BE	576	7673	1	4	4	2006	71	M	2	 	7	15	 	BE	2	65	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	2.285	2	23
BE	577	7674	1	5	4	2006	62	F	3	 	7	15	 	BE	2	61	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	3	7
BE	578	7675	1	6	4	2006	60	M	2	 	3	12	 	EU	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	1	 	 	0.882	4	8
BE	579	7676	1	3	4	2006	21	F	5	 	3	12	 	BE	4	19	50	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	15	 	 	 	 	N	2	2	 	 	0.6037	1	5
BE	580	7677	1	2	4	2006	18	M	5	 	3	12	 	BE	4	14	40	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	100	 	 	 	 	N	3	1	 	 	0.5178	0	3
BE	581	7678	1	4	4	2006	62	F	3	 	7	15	 	BE	2	70	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	1	 	 	0.7616	2	6
BE	701	7679	2	9	4	2006	16	F	5	 	 	 	10	BE	3	45	56	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	2	3	 	 	0.5641	0	6
BE	702	7680	2	28	3	2006	16	M	5	 	 	 	10	BE	6	17	23	24	49	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	N	 	 	 	 	 	N	2	3	 	 	0.6122	2	36
BE	703	7681	2	6	4	2006	12	F	5	 	 	 	6	BE	4	16	45	57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	2	 	 	0.5116	4	15
BE	704	7682	2	26	3	2006	15	F	5	 	 	 	9	BE	5	6	13	38	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	1	1	 	 	0.6122	0	7
BE	706	7683	2	30	3	2006	13	M	5	 	 	 	7	BE	4	17	39	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	2	 	 	0.5116	4	12
BE	709	7684	2	5	4	2006	15	F	5	 	 	 	9	BE	4	19	37	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	N	 	 	 	 	 	N	2	2	 	 	0.5178	3	12
BE	710	7685	2	27	3	2006	16	M	5	 	 	 	10	OT	7	5	13	17	19	39	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	2	4	 	 	0.6122	1	15
BE	711	7686	2	2	4	2006	10	F	5	 	 	 	4	BE	4	45	47	68	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	0.5116	0	6
BE	712	7687	2	27	3	2006	12	F	5	 	 	 	6	BE	6	3	8	10	31	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	1	1	 	 	1.0819	1	32
BE	716	7688	2	30	3	2006	17	M	5	 	 	 	11	BE	4	14	45	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	3	 	 	0.5178	4	30
BE	719	7689	2	6	4	2006	12	M	5	 	 	 	6	BE	3	42	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	1	 	 	0.6754	4	2
BE	721	7690	2	9	4	2006	16	F	5	 	 	 	10	BE	5	10	21	42	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	N	 	 	 	 	 	N	2	3	 	 	0.6122	0	20
BE	722	7691	2	5	4	2006	9	M	5	 	 	 	3	BE	3	40	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	2	1	 	 	0.3243	3	8
BE	723	7692	2	5	4	2006	14	M	5	 	 	 	8	BE	4	12	41	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	1	1	 	 	0.5116	3	7
BE	725	7693	2	5	4	2006	16	M	5	 	 	 	10	BE	3	19	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	1	1	 	 	0.5641	3	16
BE	727	7694	2	6	4	2006	13	M	5	 	 	 	7	BE	4	12	40	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	3	1	 	 	0.5116	4	16
BE	730	7695	2	12	4	2006	11	M	5	 	 	 	5	BE	4	8	29	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	N	 	 	 	 	 	N	2	2	 	 	0.5116	3	4
BE	732	7696	2	8	4	2006	17	F	5	 	 	 	11	BE	7	6	8	15	18	38	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	Y	50	 	 	 	 	N	2	1	 	 	0.6122	6	15
BE	733	7697	2	6	4	2006	17	M	5	 	 	 	11	BE	6	11	14	16	46	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	2	2	 	 	0.6122	4	7
BE	736	7698	2	6	4	2006	17	M	5	 	 	 	11	BE	4	14	46	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	2	1	 	 	0.5178	4	5
BE	737	7699	2	9	4	2006	13	M	5	 	 	 	7	BE	4	17	17	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	N	 	 	 	 	 	N	1	1	 	 	0.5116	0	8
BE	738	7700	2	6	4	2006	14	M	5	 	 	 	8	BE	5	17	21	45	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	1	2	 	 	1.0819	4	19
BE	739	7701	1	11	4	2006	41	F	6	 	3	12	 	BE	3	9	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	3	 	 	0.87	2	6
BE	740	7702	2	12	4	2006	9	M	5	 	 	 	3	BE	4	7	34	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	N	 	 	 	 	 	N	3	1	 	 	0.4368	3	12
BE	742	7703	2	11	4	2006	11	M	5	 	 	 	5	BE	2	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	N	 	 	 	 	 	Y	2	2	 	 	0.3986	2	10
BE	743	7704	2	11	4	2006	11	M	5	 	 	 	5	BE	5	17	22	45	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	N	 	 	 	 	 	N	2	1	 	 	1.0819	2	7
BE	746	7705	2	11	4	2006	5	F	5	 	 	 	-1	BE	4	2	35	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	2	1	 	 	0.4368	2	3
BE	747	7706	2	11	4	2006	11	M	5	 	 	 	5	BE	5	11	15	40	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	N	 	 	 	 	 	N	2	3	 	 	1.0819	2	18
BE	748	7707	2	6	4	2006	11	M	5	 	 	 	5	BE	3	32	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	2	2	 	 	0.6754	4	5
BE	749	7708	2	9	4	2006	9	F	5	 	 	 	3	BE	4	9	37	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	3	2	 	 	0.4368	0	12
BE	750	7709	2	1	4	2006	16	M	5	 	 	 	10	BE	3	14	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	N	 	 	 	 	 	N	2	2	 	 	0.5641	6	5
BE	752	7710	2	5	4	2006	13	F	5	 	 	 	7	BE	3	40	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	2	 	 	0.6754	3	6
BE	753	7711	2	8	4	2006	11	M	5	 	 	 	5	BE	4	9	34	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	2	2	 	 	0.5116	6	7
BE	754	7712	2	6	4	2006	17	M	5	 	 	 	11	BE	4	8	40	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	N	 	 	 	 	 	N	2	1	 	 	0.5178	4	13
BE	756	7713	2	2	4	2006	12	M	5	 	 	 	6	BE	4	10	35	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	N	 	 	 	 	 	N	2	2	 	 	0.5116	0	5
BE	757	7714	2	8	4	2006	15	F	5	 	 	 	9	BE	3	40	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	1	 	 	0.5641	6	6
BE	758	7715	2	5	4	2006	12	M	5	 	 	 	6	BE	5	10	14	36	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	2	3	 	 	1.0819	3	8
BE	759	7716	2	7	4	2006	16	F	5	 	 	 	10	BE	4	14	38	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	2	3	 	 	0.5178	5	6
BE	760	7717	2	4	4	2006	17	M	5	 	 	 	11	BE	3	49	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	N	 	 	 	 	 	N	2	1	 	 	0.5641	2	10
BE	761	7718	2	4	4	2006	13	M	5	 	 	 	7	BE	3	15	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	2	 	 	0.6754	2	5
BE	762	7719	2	6	4	2006	16	F	5	 	 	 	10	BE	4	14	42	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	2	 	 	0.5178	4	6
BE	763	7720	2	3	4	2006	14	M	5	 	 	 	8	BE	4	12	36	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	2	2	 	 	0.5116	1	6
BE	764	7721	2	24	4	2006	16	F	5	 	 	 	10	BE	4	4	36	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	N	 	 	 	 	 	N	2	1	 	 	0.5178	1	15
BE	765	7722	2	2	4	2006	11	M	5	 	 	 	5	BE	3	8	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	2	2	 	 	0.6754	0	4
BE	766	7723	2	10	4	2006	16	F	5	 	 	 	10	BE	4	14	47	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	N	 	 	 	 	 	N	1	1	 	 	0.5178	1	5
BE	767	7724	2	6	4	2006	16	F	5	 	 	 	10	BE	5	10	12	41	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	2	2	 	 	0.6122	4	7
BE	768	7725	2	7	4	2006	13	M	5	 	 	 	7	BE	4	11	38	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	2	 	 	0.5116	5	7
BE	769	7726	2	2	4	2006	15	M	5	 	 	 	9	BE	4	13	40	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	2	 	 	0.5178	0	6
BE	770	7727	2	9	4	2006	10	M	5	 	 	 	4	BE	2	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	1	1	 	 	0.3986	0	5
BE	771	7728	2	7	4	2006	13	M	5	 	 	 	7	BE	3	11	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	2	2	 	 	0.6754	5	6
BE	772	7729	2	5	4	2006	17	M	5	 	 	 	11	BE	4	15	42	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	2	 	 	0.5178	3	7
BE	773	7730	2	5	4	2006	11	M	5	 	 	 	5	BE	3	9	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	2	2	 	 	0.6754	3	6
BE	774	7731	2	8	4	2006	13	M	5	 	 	 	7	BE	2	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	2	2	 	 	0.3986	6	6
BE	801	7732	3	29	3	2006	7	F	1	7	7	15	 	BE	4	7	42	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.4368	3	16
BE	802	7733	3	31	3	2006	5	M	1	6	7	15	 	BE	4	10	38	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	2	BE	Y	2	3	 	 	0.4368	5	30
BE	803	7734	3	5	4	2006	1	M	3	 	3	12	 	BE	3	24	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3006	3	6
BE	804	7735	3	4	4	2006	5	F	1	7	7	15	 	BE	4	2	31	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.4368	2	8
BE	805	7736	3	6	4	2006	4	M	1	8	4	12	 	EU	2	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	2	BE	N	1	1	 	 	0.3798	4	3
BE	806	7737	3	8	4	2006	7	F	1	7	7	15	 	EU	3	42	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.3243	6	4
BE	807	7738	3	5	4	2006	3	F	1	7	7	15	 	BE	3	30	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	1	1	 	 	0.3006	3	19
