country	local_id	global_id	type	day	month	year	participant_age	participant_gender	participant_occupation	participant_occ_detail	participant_education	participant_edu_length	participant_school_year	participant_nationality	hh_size	hh_age_1	hh_age_2	hh_age_3	hh_age_4	hh_age_5	hh_age_6	hh_age_7	hh_age_8	hh_age_9	hh_age_10	hh_age_11	hh_age_12	hh_age_13	hh_age_14	hh_age_15	hh_age_16	hh_age_17	hh_age_18	hh_age_19	hh_age_20	class_size	work_contacts	work_contacts_nr	child_care	child_care_nr	child_relationship	child_nationality	problems	diary_how	diary_missed_unsp	diary_missed_skin	diary_missed_noskin	diary_weight	dayofweek	cnt_count
BE	293	7491	2	26	3	2006	17	M	5	 	 	 	11	BE	4	19	23	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	Y	25	 	 	 	 	N	1	1	 	 	0.5178	0	4
BE	295	7492	2	31	3	2006	15	F	5	 	 	 	9	BE	5	21	23	46	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	1	 	 	0.6122	5	5
BE	297	7493	2	30	3	2006	11	F	5	 	 	 	5	BE	4	10	38	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	N	 	 	 	 	 	N	2	2	 	 	0.5116	4	20
BE	298	7494	2	31	3	2006	15	F	5	 	 	 	9	BE	5	22	23	50	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	N	 	 	 	 	 	N	1	2	 	 	0.6122	5	22
BE	300	7495	2	31	3	2006	18	M	5	 	 	 	12	BE	5	16	20	48	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	Y	50	 	 	 	 	N	2	3	 	 	0.6122	5	100
BE	301	7496	2	31	3	2006	16	F	5	 	 	 	10	BE	5	11	13	43	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	Y	50	 	 	 	 	N	2	1	 	 	0.6122	5	97
BE	302	7497	2	3	4	2006	15	M	5	 	 	 	9	BE	3	22	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	2	1	 	 	0.5641	1	5
BE	306	7498	2	30	3	2006	9	M	5	 	 	 	3	BE	4	11	37	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	N	 	 	 	 	 	N	2	2	 	 	0.4368	4	14
BE	307	7499	2	1	4	2006	15	M	5	 	 	 	9	BE	3	17	53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	2	3	 	 	0.5641	6	15
BE	308	7500	2	31	3	2006	12	F	5	 	 	 	6	BE	4	16	42	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	Y	50	 	 	 	 	N	1	2	 	 	0.5116	5	69
BE	310	7501	2	1	4	2006	16	F	5	 	 	 	10	BE	3	44	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	N	 	 	 	 	 	N	2	2	 	 	0.5641	6	20
BE	311	7502	2	31	3	2006	13	F	5	 	 	 	7	BE	4	17	36	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	1	2	 	 	0.5116	5	24
BE	312	7503	2	3	4	2006	13	F	5	 	 	 	7	BE	6	16	19	21	44	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	N	 	 	 	 	 	N	1	2	 	 	1.0819	1	12
BE	314	7504	2	4	4	2006	6	M	5	 	 	 	0	BE	4	38	36	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	N	 	 	 	 	 	N	2	1	 	 	0.4368	2	13
BE	315	7505	2	31	3	2006	13	M	5	 	 	 	7	BE	5	15	18	47	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	Y	30	 	 	 	 	Y	2	4	 	 	1.0819	5	59
BE	316	7506	2	3	4	2006	11	F	5	 	 	 	5	BE	5	9	13	40	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	2	2	 	 	1.0819	1	13
BE	317	7507	2	2	4	2006	10	M	5	 	 	 	4	BE	5	12	14	42	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	N	 	 	 	 	 	N	2	1	 	 	1.0819	0	6
BE	320	7508	2	4	4	2006	14	F	5	 	 	 	8	BE	4	11	43	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	N	 	 	 	 	 	N	2	1	 	 	0.5116	2	6
BE	321	7509	2	1	4	2006	12	F	5	 	 	 	6	BE	5	16	20	43	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	2	2	 	 	1.0819	6	32
BE	323	7510	2	3	4	2006	12	M	5	 	 	 	6	BE	3	45	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	N	 	 	 	 	 	N	2	3	 	 	0.6754	1	13
BE	324	7511	2	4	4	2006	13	M	5	 	 	 	7	BE	6	2	20	22	37	60	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	N	 	 	 	 	 	N	1	2	 	 	1.0819	2	15
BE	327	7512	2	3	4	2006	17	M	5	 	 	 	11	BE	4	19	43	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	2	 	 	0.5178	1	6
BE	328	7513	2	29	3	2006	14	F	5	 	 	 	8	BE	4	11	42	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	Y	30	 	 	 	 	N	2	1	 	 	0.5116	3	59
BE	329	7514	2	1	4	2006	13	M	5	 	 	 	7	BE	4	10	38	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	1	 	 	0.5116	6	5
BE	330	7515	2	1	4	2006	9	F	5	 	 	 	3	BE	4	11	35	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	2	2	 	 	0.4368	6	12
BE	332	7516	2	4	4	2006	16	F	5	 	 	 	10	BE	5	20	22	46	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	N	 	 	 	 	 	N	1	1	 	 	0.6122	2	5
BE	334	7517	2	2	4	2006	11	M	5	 	 	 	5	BE	4	16	43	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	1	 	 	0.5116	0	8
BE	336	7518	2	4	4	2006	15	 	5	 	 	 	9	BE	5	13	16	41	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	N	 	 	 	 	 	N	2	2	 	 	0.6122	2	43
BE	338	7519	2	3	4	2006	12	F	5	 	 	 	6	BE	4	9	47	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	N	 	 	 	 	 	N	1	1	 	 	0.5116	1	47
BE	339	7520	2	4	4	2006	16	F	5	 	 	 	10	BE	3	39	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	N	 	 	 	 	 	N	2	2	 	 	0.5641	2	7
BE	340	7521	2	4	4	2006	13	F	5	 	 	 	7	BE	4	10	43	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	N	 	 	 	 	 	N	2	2	 	 	0.5116	2	8
BE	341	7522	2	4	4	2006	10	F	5	 	 	 	4	BE	2	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	N	 	 	 	 	 	N	1	2	 	 	0.3986	2	28
BE	342	7523	2	4	4	2006	16	M	5	 	 	 	10	BE	4	14	42	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	2	 	 	0.5178	2	6
BE	344	7524	2	2	4	2006	17	F	5	 	 	 	11	BE	4	20	42	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	N	 	 	 	 	 	N	2	2	 	 	0.5178	0	4
BE	345	7525	2	3	4	2006	16	M	5	 	 	 	10	BE	6	8	18	20	44	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	Y	30	 	 	 	 	N	1	1	 	 	0.6122	1	37
BE	346	7526	2	5	4	2006	15	M	5	 	 	 	9	BE	2	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	1	 	 	1.4672	3	6
BE	347	7527	2	3	4	2006	12	F	5	 	 	 	6	BE	4	10	39	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	1	1	 	 	0.5116	1	36
BE	348	7528	2	2	4	2006	15	F	5	 	 	 	9	BE	2	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	N	 	 	 	 	 	N	2	2	 	 	1.4672	0	4
BE	349	7529	2	2	4	2006	10	F	5	 	 	 	4	BE	5	1	2	38	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	N	 	 	 	 	 	N	1	1	 	 	1.0819	0	37
BE	350	7530	2	4	4	2006	20	M	5	 	 	 	14	BE	3	51	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	N	1	2	 	 	0.9039	2	10
BE	351	7531	2	3	4	2006	12	F	5	 	 	 	6	BE	3	33	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	N	 	 	 	 	 	N	2	1	 	 	0.6754	1	3
BE	353	7532	2	3	4	2006	13	F	5	 	 	 	7	BE	4	12	45	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	2	1	 	 	0.5116	1	24
BE	354	7533	2	5	4	2006	15	F	5	 	 	 	9	BE	4	13	39	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	N	 	 	 	 	 	N	2	3	 	 	0.5178	3	6
BE	355	7534	2	1	4	2006	13	F	5	 	 	 	7	BE	4	18	47	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	N	 	 	 	 	 	N	1	2	 	 	0.5116	6	16
BE	356	7535	2	31	3	2006	16	F	5	 	 	 	10	BE	4	14	40	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	3	 	 	0.5178	5	7
BE	357	7536	2	3	4	2006	11	M	5	 	 	 	5	BE	4	9	40	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	1	1	 	 	0.5116	1	15
BE	358	7537	2	7	4	2006	16	M	5	 	 	 	10	BE	3	14	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	N	 	 	 	 	 	N	2	1	 	 	0.5641	5	8
BE	359	7538	2	3	4	2006	10	F	5	 	 	 	4	BE	2	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	N	 	 	 	 	 	N	2	2	 	 	0.3986	1	8
BE	361	7539	2	4	4	2006	12	F	5	 	 	 	6	BE	4	14	37	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	N	 	 	 	 	 	N	1	1	 	 	0.5116	2	8
BE	363	7540	2	10	4	2006	11	F	5	 	 	 	5	BE	3	42	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	N	 	 	 	 	 	N	1	1	 	 	0.6754	1	5
BE	364	7541	2	7	4	2006	10	M	5	 	 	 	4	BE	4	8	34	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	N	 	 	 	 	 	N	2	2	 	 	0.5116	5	4
BE	365	7542	2	6	4	2006	17	M	5	 	 	 	11	BE	5	13	15	42	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	N	 	 	 	 	 	N	2	1	 	 	0.6122	4	8
BE	367	7543	2	6	4	2006	17	M	5	 	 	 	11	BE	5	15	27	50	51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	N	 	 	 	 	 	N	2	1	 	 	0.6122	4	30
BE	369	7544	3	27	3	2006	2	F	1	7	7	15	 	BE	3	33	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	2	BE	N	2	3	 	 	0.3006	1	8
BE	370	7545	3	27	3	2006	4	F	1	7	3	12	 	BE	3	34	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.3006	1	7
BE	371	7546	3	29	3	2006	7	M	1	7	2	9	 	BE	2	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	3	 	 	1.7766	3	9
BE	372	7547	3	24	3	2006	2	M	1	7	3	12	 	BE	2	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	Y	2	3	 	 	0.3798	5	19
BE	374	7548	3	31	3	2006	2	F	1	7	7	15	 	BE	3	1	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	2	BE	N	2	1	 	 	0.3006	5	4
BE	375	7549	3	30	3	2006	6	F	1	8	 	 	 	BE	4	3	33	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	N	1	1	 	 	0.4368	4	7
BE	376	7550	3	26	3	2006	3	M	1	5	7	15	 	BE	4	11	34	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	1	4	 	 	0.8495	0	5
BE	379	7551	3	4	4	2006	7	F	1	6	7	15	 	BE	4	8	38	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	0.4368	2	19
BE	380	7552	3	1	4	2006	8	F	1	7	7	15	 	BE	4	5	35	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.4368	6	4
BE	381	7553	3	2	4	2006	1	M	1	7	3	12	 	BE	3	30	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.3006	0	8
BE	382	7554	3	30	3	2006	0	M	1	7	7	15	 	BE	3	26	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	1	1	 	 	0.3006	4	7
BE	383	7555	3	1	4	2006	4	F	1	7	7	15	 	BE	5	0	2	29	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	3	4	 	 	1.032	6	7
BE	384	7556	3	1	4	2006	6	M	1	7	7	15	 	BE	4	11	43	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	3	 	 	0.4368	6	16
BE	385	7557	3	30	3	2006	5	F	4	 	2	9	 	BE	4	8	33	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	1	4	 	 	0.4368	4	31
BE	386	7558	3	31	3	2006	4	M	1	5	7	15	 	BE	4	1	27	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	3	3	 	 	0.8495	5	23
BE	387	7559	3	3	4	2006	7	M	6	 	7	15	 	BE	5	10	11	40	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	1	 	 	1.1573	1	6
BE	388	7560	3	31	3	2006	6	M	1	8	3	12	 	BE	5	4	8	35	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	2	BE	N	2	3	 	 	1.1573	5	15
BE	389	7561	3	3	4	2006	3	M	1	8	7	15	 	BE	6	10	11	13	36	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	1.032	1	31
BE	390	7562	3	30	3	2006	7	M	1	7	7	15	 	BE	6	3	5	6	37	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	4	 	 	1.1573	4	27
BE	391	7563	3	4	4	2006	5	M	1	7	3	12	 	BE	4	5	36	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	4	 	 	0.4368	2	30
BE	393	7564	3	4	4	2006	8	F	1	7	3	12	 	BE	5	8	13	13	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	3	4	 	 	1.1573	2	8
BE	394	7565	3	4	4	2006	7	M	1	5	7	15	 	BE	4	5	34	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.4368	2	4
BE	395	7566	3	4	4	2006	2	M	1	7	3	12	 	BE	3	33	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	Y	2	1	 	 	0.3006	2	6
BE	396	7567	3	4	4	2006	1	F	1	5	7	15	 	BE	6	10	13	23	32	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	N	2	1	 	 	1.032	2	9
BE	399	7568	3	4	4	2006	3	M	1	7	3	12	 	BE	5	7	9	35	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	1.032	2	7
BE	400	7569	3	2	4	2006	2	F	1	7	3	12	 	BE	6	8	9	11	40	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	1.032	0	6
BE	402	7570	3	2	4	2006	3	M	4	 	7	15	 	BE	4	1	29	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.8495	0	3
BE	403	7571	3	4	4	2006	6	F	6	 	7	15	 	BE	4	5	36	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	4	 	 	0.4368	2	15
BE	404	7572	3	3	4	2006	5	M	3	 	7	15	 	BE	6	0	0	7	9	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	2	 	 	1.1573	1	29
BE	405	7573	3	1	4	2006	8	M	1	7	3	12	 	BE	3	46	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	4	 	 	0.3243	6	10
BE	406	7574	3	1	4	2006	6	F	1	6	7	15	 	BE	4	12	39	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.4368	6	5
BE	407	7575	3	4	4	2006	1	M	1	7	3	12	 	BE	3	25	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	1	 	 	0.3006	2	7
BE	408	7576	3	3	4	2006	2	F	6	 	7	15	 	BE	3	28	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	3	2	 	 	0.3006	1	11
BE	409	7577	3	4	4	2006	7	M	1	5	7	15	 	BE	6	0	4	6	36	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	3	2	 	 	1.1573	2	13
BE	410	7578	3	4	4	2006	2	M	1	8	3	12	 	BE	3	27	29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	N	1	1	 	 	0.3006	2	10
BE	411	7579	3	3	3	2006	3	F	1	7	7	15	 	BE	4	1	28	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	1	 	 	0.8495	1	5
BE	412	7580	3	2	4	2006	3	M	1	7	7	15	 	BE	4	6	34	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	3	1	 	 	0.8495	0	9
BE	415	7581	3	4	4	2006	5	M	1	7	7	15	 	BE	5	1	3	31	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	1.1573	2	8
BE	416	7582	3	4	4	2006	5	M	1	5	3	12	 	BE	4	2	35	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.4368	2	13
BE	417	7583	3	1	4	2006	4	F	4	 	7	15	 	BE	4	11	38	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	0.8495	6	7
BE	418	7584	3	11	4	2006	3	F	1	7	7	15	 	BE	5	6	8	34	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	1	 	 	1.032	2	10
BE	419	7585	3	3	4	2006	1	M	1	7	3	12	 	BE	3	39	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	1	1	BE	Y	2	1	 	 	0.3006	1	3
BE	420	7586	3	1	4	2006	4	F	1	7	7	15	 	BE	5	2	2	33	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	1.032	6	13
BE	421	7587	3	1	4	2006	4	F	1	7	7	15	 	BE	3	35	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.3006	6	8
BE	422	7588	3	4	4	2006	4	M	1	8	4	12	 	BE	4	5	29	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.8495	2	8
BE	423	7589	3	4	4	2006	2	M	1	7	7	15	 	BE	2	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	1	 	 	0.3798	2	8
BE	424	7590	3	3	4	2006	4	F	3	 	7	15	 	BE	9	36	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	2	 	 	1.032	1	11
BE	425	7591	3	4	4	2006	3	F	1	5	7	15	 	BE	3	6	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	3	 	 	0.3006	2	14
BE	426	7592	3	4	4	2006	6	M	1	7	7	15	 	EU	3	33	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.3243	2	10
BE	427	7593	3	2	4	2006	4	M	1	7	3	12	 	BE	3	31	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	0.3006	0	4
BE	428	7594	3	5	4	2006	5	F	1	7	7	15	 	BE	3	34	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	0.3243	3	7
BE	429	7595	3	4	4	2006	6	M	1	7	2	9	 	BE	3	5	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	1	 	 	0.3243	2	7
BE	430	7596	3	3	4	2006	5	F	1	8	4	12	 	BE	5	8	11	30	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	1.1573	1	12
BE	431	7597	3	4	4	2006	7	F	1	7	3	12	 	BE	4	0	36	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	2	 	 	0.4368	2	17
BE	432	7598	3	3	4	2006	8	F	1	5	7	15	 	BE	3	40	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.3243	1	6
BE	433	7599	3	3	4	2006	5	M	1	7	3	12	 	BE	3	35	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	2	 	 	0.3243	1	4
BE	434	7600	3	1	4	2006	1	M	6	 	7	15	 	BE	4	1	32	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	2	BE	N	2	2	 	 	0.8495	6	5
BE	435	7601	3	4	4	2006	4	M	1	7	7	15	 	BE	3	31	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	4	 	 	0.3006	2	12
BE	436	7602	3	3	4	2006	1	F	1	7	7	15	 	BE	3	35	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	3	1	 	 	0.3006	1	13
BE	437	7603	3	4	4	2006	5	M	1	7	7	15	 	BE	4	3	35	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.4368	2	11
BE	438	7604	3	3	4	2006	7	M	1	7	7	15	 	BE	4	4	37	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	4	 	 	0.4368	1	28
BE	439	7605	3	2	4	2006	1	F	1	7	7	15	 	BE	3	27	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	1	 	 	0.3006	0	22
BE	441	7606	3	4	4	2006	1	M	1	6	7	15	 	BE	3	24	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	2	BE	N	2	2	 	 	0.3006	2	8
BE	444	7607	3	3	4	2006	1	M	1	7	7	15	 	BE	4	5	32	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	1	BE	N	2	2	 	 	0.8495	1	6
BE	445	7608	3	5	4	2006	6	F	1	7	7	15	 	BE	3	32	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.3243	3	6
BE	446	7609	3	2	4	2006	5	M	1	5	3	12	 	BE	4	9	32	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	1	 	 	0.4368	0	12
BE	447	7610	3	5	4	2006	7	M	1	5	3	12	 	BE	4	5	31	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	2	 	 	0.4368	3	6
BE	448	7611	3	4	4	2006	7	F	1	7	3	12	 	BE	5	0	4	33	37	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	1	1	 	 	1.1573	2	8
BE	450	7612	3	8	4	2006	7	F	1	7	3	12	 	BE	4	4	33	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	1	BE	N	2	2	 	 	0.4368	6	4
BE	452	7613	3	7	4	2006	4	M	1	7	3	12	 	BE	3	58	59	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	3	4	BE	N	2	2	 	 	0.3006	5	8
BE	454	7614	3	10	4	2006	1	M	1	7	3	12	 	BE	3	28	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	2	1	BE	N	2	1	 	 	0.3006	1	3
