local_id country type participant_age participant_gender participant_occupation participant_occ_detail participant_education participant_edu_length participant_school_year participant_nationality hh_size hh_age_1 hh_age_2 hh_age_3 hh_age_4 hh_age_5 hh_age_6 hh_age_7 hh_age_8 hh_age_9 hh_age_10 hh_age_11 hh_age_12 hh_age_13 hh_age_14 hh_age_15 hh_age_16 hh_age_17 hh_age_18 hh_age_19 hh_age_20 class_size work_contacts work_contacts_nr work_age_1 work_age_2 work_age_3 work_age_4 work_age_5 fill_in_age fill_in_gender child_care child_care_nr child_relationship child_nationality problems day1 month1 year1 dayofweek1 work_day1 holiday1 diary_how1 diary_missed_unsp1 day2 month2 year2 dayofweek2 work_day2 holiday2 diary_how2 diary_missed_unsp2 diary_weight
375 BE 3 6 F 1 8 NA NA NA BE 4 3 33 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 1 1 BE N 30 3 2006 4 1 0 1 1 1 4 2006 6 0 1 2 1 0.4368
376 BE 3 3 M 1 5 7 15 NA BE 4 11 34 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37 M Y 3 2 BE N 26 3 2006 0 0 0 1 4 27 3 2006 1 1 0 1 4 0.8495
379 BE 3 7 F 1 6 7 15 NA BE 4 8 38 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 38 F Y 3 1 BE N 2 4 2006 0 0 1 2 2 4 4 2006 2 1 1 2 2 0.4368
380 BE 3 8 F 1 7 7 15 NA BE 4 5 35 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35 F Y 3 1 BE N 30 3 2006 4 1 0 2 3 1 4 2006 6 0 1 1 1 0.4368
381 BE 3 1 M 1 7 3 12 NA BE 3 30 31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 3 1 BE N 31 3 2006 5 1 0 2 1 2 4 2006 0 0 1 1 1 0.3006
382 BE 3 0 M 1 7 7 15 NA BE 3 26 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26 F Y 2 1 BE N 30 3 2006 4 1 0 1 1 1 4 2006 6 0 1 2 1 0.3006
383 BE 3 4 F 1 7 7 15 NA BE 5 0 2 29 29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 29 M Y 3 2 BE N 30 3 2006 4 1 0 2 4 1 4 2006 6 0 1 3 4 1.032
384 BE 3 6 M 1 7 7 15 NA BE 4 11 43 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 43 F Y 3 1 BE N 30 3 2006 4 1 0 2 3 1 4 2006 6 0 1 2 3 0.4368
385 BE 3 5 F 4 NA 2 9 NA BE 4 8 33 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 M Y 3 2 BE N 30 3 2006 4 1 0 1 4 1 4 2006 6 0 1 1 3 0.4368
386 BE 3 4 M 1 5 7 15 NA BE 4 1 27 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 27 F Y 3 1 BE N 31 3 2006 5 1 0 3 3 1 4 2006 6 0 1 2 2 0.8495
387 BE 3 7 M 6 NA 7 15 NA BE 5 10 11 40 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 40 F Y 2 1 BE N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 1 1.1573
388 BE 3 6 M 1 8 3 12 NA BE 5 4 8 35 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 49 M Y 2 2 BE N 31 3 2006 5 1 0 2 3 2 4 2006 0 0 1 2 1 1.1573
389 BE 3 3 M 1 8 7 15 NA BE 6 10 11 13 36 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 36 F Y 2 1 BE N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 1.032
390 BE 3 7 M 1 7 7 15 NA BE 6 3 5 6 37 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 43 M Y 3 2 BE N 30 3 2006 4 1 0 2 4 1 4 2006 6 0 1 2 1 1.1573
391 BE 3 5 M 1 7 3 12 NA BE 4 5 36 44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 36 F Y 2 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 4 0.4368
393 BE 3 8 F 1 7 3 12 NA BE 5 8 13 13 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 42 F Y 3 1 BE N 2 4 2006 0 0 1 2 4 4 4 2006 2 1 1 3 4 1.1573
394 BE 3 7 M 1 5 7 15 NA BE 4 5 34 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 F Y 3 1 BE N 1 4 2006 6 0 1 2 1 4 4 2006 2 1 1 2 1 0.4368
395 BE 3 2 M 1 7 3 12 NA BE 3 33 33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 1 1 BE Y 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.3006
396 BE 3 1 F 1 5 7 15 NA BE 6 10 13 23 32 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 1 1 BE N 1 4 2006 6 0 1 2 1 4 4 2006 2 1 1 2 1 1.032
399 BE 3 3 M 1 7 3 12 NA BE 5 7 9 35 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37 F N NA 1 BE N 2 4 2006 0 0 1 2 2 4 4 2006 2 1 1 2 1 1.032
400 BE 3 2 F 1 7 3 12 NA BE 6 8 9 11 40 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 40 F N NA 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 1.032
402 BE 3 3 M 4 NA 7 15 NA BE 4 1 29 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 29 F Y 3 1 BE N 2 4 2006 0 0 1 1 1 4 4 2006 2 1 1 1 1 0.8495
403 BE 3 6 F 6 NA 7 15 NA BE 4 5 36 39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 36 F Y 3 1 BE N 1 4 2006 6 0 1 1 1 4 4 2006 2 1 1 1 4 0.4368
404 BE 3 5 M 3 NA 7 15 NA BE 6 0 0 7 9 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 F Y 3 1 BE N 1 4 2006 6 0 1 1 2 3 4 2006 1 1 1 1 2 1.1573
405 BE 3 8 M 1 7 3 12 NA BE 3 46 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 45 F Y 3 1 BE N 1 4 2006 6 0 1 2 4 3 4 2006 1 1 1 2 4 0.3243
406 BE 3 6 F 1 6 7 15 NA BE 4 12 39 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 40 F Y 3 1 BE N 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 2 1 0.4368
407 BE 3 1 M 1 7 3 12 NA BE 3 25 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25 F Y 2 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.3006
408 BE 3 2 F 6 NA 7 15 NA BE 3 28 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28 F Y 3 1 BE N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 3 2 0.3006
409 BE 3 7 M 1 5 7 15 NA BE 6 0 4 6 36 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35 F Y 3 1 BE N 2 4 2006 0 0 1 3 2 4 4 2006 2 1 1 3 2 1.1573
410 BE 3 2 M 1 8 3 12 NA BE 3 27 29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 27 F Y 1 1 BE N 2 4 2006 0 0 1 1 2 4 4 2006 2 1 1 1 1 0.3006
411 BE 3 3 F 1 7 7 15 NA BE 4 1 28 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 M Y 3 2 BE N 1 4 2006 6 0 1 2 1 3 3 2006 1 1 0 2 1 0.8495
412 BE 3 3 M 1 7 7 15 NA BE 4 6 34 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 F Y 3 1 BE N 2 4 2006 0 0 1 3 1 4 4 2006 2 1 1 3 4 0.8495
415 BE 3 5 M 1 7 7 15 NA BE 5 1 3 31 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 3 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 2 1.1573
416 BE 3 5 M 1 5 3 12 NA BE 4 2 35 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35 F Y 3 1 BE N 1 4 2006 6 0 1 2 2 4 4 2006 2 1 1 2 1 0.4368
417 BE 3 4 F 4 NA 7 15 NA BE 4 11 38 42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 38 F Y 3 1 BE N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 0.8495
418 BE 3 3 F 1 7 7 15 NA BE 5 6 8 34 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37 M Y 3 2 BE N 9 4 2006 0 0 1 3 1 11 4 2006 2 1 1 2 1 1.032
419 BE 3 1 M 1 7 3 12 NA BE 3 39 54 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39 F Y 1 1 BE Y 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 2 1 0.3006
420 BE 3 4 F 1 7 7 15 NA BE 5 2 2 33 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 2 1 BE N 1 4 2006 6 0 1 2 2 5 4 2006 3 1 1 2 2 1.032
421 BE 3 4 F 1 7 7 15 NA BE 3 35 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37 F Y 3 1 BE N 1 4 2006 6 0 1 1 1 3 4 2006 1 1 1 1 1 0.3006
422 BE 3 4 M 1 8 4 12 NA BE 4 5 29 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 29 F Y 3 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.8495
423 BE 3 2 M 1 7 7 15 NA BE 2 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 42 F Y 2 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.3798
424 BE 3 4 F 3 NA 7 15 NA BE 9 36 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 36 F Y 3 1 BE N 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 1 2 1.032
425 BE 3 3 F 1 5 7 15 NA BE 3 6 39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39 F Y 3 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 3 0.3006
426 BE 3 6 M 1 7 7 15 NA EU 3 33 39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39 F Y 3 1 BE N 2 4 2006 0 0 1 1 2 4 4 2006 2 1 1 1 1 0.3243
427 BE 3 4 M 1 7 3 12 NA BE 3 31 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 3 1 BE N 2 4 2006 0 0 1 1 1 4 4 2006 2 1 1 2 3 0.3006
428 BE 3 5 F 1 7 7 15 NA BE 3 34 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 3 1 BE N 1 4 2006 6 0 1 1 4 5 4 2006 3 1 1 2 2 0.3243
429 BE 3 6 M 1 7 2 9 NA BE 3 5 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 34 F Y 2 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.3243
430 BE 3 5 F 1 8 4 12 NA BE 5 8 11 30 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30 F Y 3 1 BE N 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 2 1 1.1573
431 BE 3 7 F 1 7 3 12 NA BE 4 0 36 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 41 F Y 3 1 BE N 2 4 2006 0 0 1 1 1 4 4 2006 2 1 1 1 2 0.4368
432 BE 3 8 F 1 5 7 15 NA BE 3 40 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 40 F Y 3 1 BE N 1 4 2006 6 0 1 2 1 3 4 2006 1 1 1 2 1 0.3243
433 BE 3 5 M 1 7 3 12 NA BE 3 35 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37 M Y 3 2 BE N 1 4 2006 6 0 1 2 3 3 4 2006 1 1 1 2 2 0.3243
434 BE 3 1 M 6 NA 7 15 NA BE 4 1 32 33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 M Y 3 2 BE N 1 4 2006 6 0 1 2 2 3 4 2006 1 1 1 2 2 0.8495
435 BE 3 4 M 1 7 7 15 NA BE 3 31 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 3 1 BE N 1 4 2006 6 0 1 3 4 4 4 2006 2 1 1 2 4 0.3006
436 BE 3 1 F 1 7 7 15 NA BE 3 35 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35 F Y 3 1 BE N 1 4 2006 6 0 1 3 1 3 4 2006 1 1 1 3 1 0.3006
437 BE 3 5 M 1 7 7 15 NA BE 4 3 35 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 36 F Y 2 1 BE N 2 4 2006 0 0 1 2 2 4 4 2006 2 1 1 2 2 0.4368
438 BE 3 7 M 1 7 7 15 NA BE 4 4 37 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37 F Y 3 1 BE N 2 4 2006 0 0 1 2 4 3 4 2006 1 1 1 2 4 0.4368
439 BE 3 1 F 1 7 7 15 NA BE 3 27 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35 F N NA 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.3006
441 BE 3 1 M 1 6 7 15 NA BE 3 24 25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25 M Y 2 2 BE N 2 4 2006 0 0 1 2 2 4 4 2006 2 1 1 2 2 0.3006
444 BE 3 1 M 1 7 7 15 NA BE 4 5 32 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 32 F N NA 1 BE N 2 4 2006 0 0 1 2 2 3 4 2006 1 1 1 2 2 0.8495
445 BE 3 6 F 1 7 7 15 NA BE 3 32 33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 32 F Y 2 1 BE N 1 4 2006 6 0 1 2 2 5 4 2006 3 1 1 2 2 0.3243
446 BE 3 5 M 1 5 3 12 NA BE 4 9 32 39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 32 F Y 3 1 BE N 2 4 2006 0 0 1 2 1 4 4 2006 2 1 1 2 1 0.4368
447 BE 3 7 M 1 5 3 12 NA BE 4 5 31 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 2 1 BE N 2 4 2006 0 0 1 2 2 5 4 2006 3 1 1 2 2 0.4368
448 BE 3 7 F 1 7 3 12 NA BE 5 0 4 33 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 3 1 BE N 2 4 2006 0 0 1 1 1 4 4 2006 2 1 1 1 1 1.1573
450 BE 3 7 F 1 7 3 12 NA BE 4 4 33 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33 F Y 3 1 BE N 4 4 2006 2 1 1 2 1 8 4 2006 6 0 1 2 2 0.4368
452 BE 3 4 M 1 7 3 12 NA BE 3 58 59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 58 F Y 3 4 BE N 7 4 2006 5 1 1 2 2 8 4 2006 6 0 1 2 2 0.3006
454 BE 3 1 M 1 7 3 12 NA BE 3 28 30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30 F Y 2 1 BE N 8 4 2006 6 0 1 2 1 10 4 2006 1 1 1 2 1 0.3006
456 BE 3 8 F 1 7 3 12 NA BE 5 0 1 30 34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30 F Y 2 1 BE N 5 4 2006 3 1 1 2 3 8 4 2006 6 0 1 2 1 1.1573
457 BE 3 2 M 1 7 7 15 NA BE 3 28 30 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30 M N NA 2 BE N 2 4 2006 0 0 1 2 2 4 4 2006 2 1 1 2 2 0.3006
459 BE 3 6 F 1 7 7 15 NA BE 4 8 35 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 36 F Y 3 1 BE N 6 4 2006 4 1 1 2 2 9 4 2006 0 0 1 2 2 0.4368
462 BE 3 2 F 3 NA 3 12 NA BE 4 4 30 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 30 F N NA 1 BE N 4 4 2006 2 1 1 2 3 9 4 2006 0 0 1 2 3 0.8495
464 BE 3 7 M 1 7 3 12 NA BE 3 31 35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31 F Y 3 1 BE N 7 4 2006 5 1 1 1 2 8 4 2006 6 0 1 2 1 0.3243
501 BE 1 25 M 1 7 3 12 NA BE 3 51 53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 50 0 0 0 1 0 NA NA NA NA NA NA N 23 3 2006 4 1 0 2 1 26 3 2006 0 0 0 1 1 1.007
502 BE 1 42 F 1 7 7 15 NA BE 4 4 7 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 30 0 1 0 0 0 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 1 29 3 2006 3 1 0 2 1 1.6599
503 BE 1 31 F 4 NA 4 12 NA BE 3 2 41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 1 1 27 3 2006 1 1 0 1 1 0.7721
504 BE 1 46 M 1 5 7 15 NA BE 4 13 16 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 5 0 0 0 1 0 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 1 28 3 2006 2 1 0 2 1 1.0063
505 BE 1 67 F 2 NA 7 15 NA BE 2 69 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 1 1 28 3 2006 2 1 0 2 1 1.4922
506 BE 1 54 F 3 NA 7 15 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 28 3 2006 2 1 0 2 1 1.4245
507 BE 1 41 F 1 7 4 12 NA EU 4 14 17 45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 30 1 0 0 1 0 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 2 28 3 2006 2 1 0 2 1 1.6599
509 BE 1 37 M 1 7 3 12 NA BE 2 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 1 1 1 1 1 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 4 27 3 2006 1 1 0 2 4 1.1112
512 BE 1 57 M 6 NA 3 12 NA BE 2 56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 1 1 27 3 2006 1 1 0 1 1 0.9522
513 BE 1 69 M 2 NA 3 12 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 2 1 27 3 2006 1 1 0 2 1 1.0388
515 BE 1 45 M 6 NA 3 12 NA BE 5 7 16 18 43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 25 3 2006 6 0 0 2 1 27 3 2006 1 1 0 2 2 1.0331
516 BE 1 56 F 2 NA 7 15 NA BE 2 55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 26 3 2006 0 0 0 2 1 28 3 2006 2 1 0 2 1 0.9522
518 BE 1 38 F 1 7 7 15 NA BE 2 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 1 27 3 2006 1 1 0 2 1 1.1112
520 BE 1 45 F 6 NA 3 12 NA BE 3 17 49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 1 0 0 0 0 NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 2 2 0.8875
521 BE 1 56 M 1 5 3 12 NA BE 2 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 1 NA NA NA NA NA NA N 25 3 2006 6 0 0 2 1 27 3 2006 1 1 0 2 1 0.9522
522 BE 1 55 M 1 7 7 15 NA BE 5 0 23 25 52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 1 1 2 4 2006 0 0 1 1 1 0.6442
523 BE 1 43 M 1 7 7 15 NA BE 4 14 17 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 30 3 2006 4 1 0 2 2 1 4 2006 6 0 1 2 2 1.6599
525 BE 1 50 F 6 NA 7 15 NA EU 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 3 1 2 4 2006 0 0 1 2 1 1.4245
526 BE 1 66 M 2 NA 1 6 NA BE 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA Y 31 3 2006 5 1 0 2 4 1 4 2006 6 0 1 2 1 1.0388
529 BE 1 32 F 1 7 7 15 NA BE 3 1 32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 29 3 2006 3 1 0 2 1 1 4 2006 6 0 1 2 1 0.7721
530 BE 1 72 F 3 NA 7 15 NA BE 2 79 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA Y 31 3 2006 5 1 0 2 1 2 4 2006 0 0 1 2 1 2.285
531 BE 1 52 M 1 6 7 15 NA BE 5 18 22 23 47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 10 0 0 0 1 0 NA NA NA NA NA NA N 30 3 2006 4 1 0 1 2 2 4 2006 0 0 1 1 1 1.0103
533 BE 1 24 M 1 8 4 12 NA BE 3 21 46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 25 0 0 0 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 2 4 2006 0 0 1 2 1 0.9039
534 BE 1 73 M 2 NA 7 15 NA BE 2 66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 1 1 2 4 2006 0 0 1 2 4 2.285
535 BE 1 56 M 1 7 4 12 NA BE 3 15 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y 6 0 0 0 1 0 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 1 4 2006 6 0 1 2 1 1.0135
536 BE 1 60 F 3 NA 7 15 NA BE 2 61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 1 1 4 2006 6 0 1 2 1 0.7616
538 BE 1 55 F 1 6 7 15 NA BE 2 58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA Y NA 0 0 0 1 1 NA NA NA NA NA NA N 31 3 2006 5 1 0 2 2 1 4 2006 6 0 1 2 2 0.9522
539 BE 1 31 M 1 6 7 15 NA BE 3 1 31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 31 3 2006 5 1 0 2 4 1 4 2006 6 0 1 3 4 0.7721
540 BE 1 68 M 2 NA 2 9 NA BE 2 62 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA N NA NA NA NA NA NA NA NA NA NA NA NA N 30 3 2006 4 1 0 1 1 1 4 2006 6 0 1 1 1 1.4922
